,id,genre,track_name,artist_name,duration_ms,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,Mood
150,5VAKsbOWGdBbg1VFlu9W8o,children,You Should Be Dancing - 2009 Remastered Version,Bee Gees,256453,0.699,0.0237,0.857,0.462,0.607,0.958,-6.528,0.0308,122.98,Happy
151,1nCsAJ0Cp1GHNPbRkfXy1m,children,Let It Grow (Celebrate The World),Various Artists,219173,0.735,0.0371,0.666,0.0,0.353,0.299,-6.944,0.0457,120.028,Happy
152,4Cd01GWLuMTNZhW0DE7cF4,children,Gitchee Gitchee Goo,Various Artists,117840,0.714,0.164,0.946,0.0,0.0658,0.895,-3.54,0.089,163.085,Energetic
153,7xFXq8zWrmUsM4geMf4ieS,children,Science Is Real,They Might Be Giants (For Kids),114427,0.431,0.00446,0.7,0.000417,0.06,0.501,-4.34,0.0476,180.144,Energetic
154,1h3lDnpevTi5iN9IL7W2ye,children,"Under the Sea - From ""The Little Mermaid"" / Soundtrack Version",Various Artists,193227,0.62,0.726,0.589,0.0,0.269,0.856,-11.489,0.137,100.352,Happy
155,78EMhiyAcalWWtnpk20Eoo,children,Honor To Us All,Mulan - Cast,183200,0.462,0.447,0.242,0.0,0.115,0.652,-19.3,0.0616,168.006,Sad
156,3Uqw19tA28XgrOE9Ml5TXP,children,"The Cleaner - From ""Toy Story 2""",Various Artists,110333,0.569,0.884,0.304,0.796,0.0916,0.708,-11.038,0.0251,82.977,Sad
157,1r8Clr74LTo1zIHRqNdcFv,children,Under a Shady Tree,The Laurie Berkner Band,170027,0.736,0.51,0.542,2.32e-05,0.0896,0.881,-6.094,0.025,104.852,Sad
158,5K4nX4mEzdtNS6Zb59evBz,children,Down In New Orleans,Various Artists,147440,0.628,0.625,0.443,0.0,0.217,0.472,-6.886,0.0307,137.956,Sad
159,68oUQRwGJGExtkpaSvSbgb,chill,Glory Box,Portishead,305560,0.494,0.182,0.417,0.494,0.0708,0.223,-10.013,0.0361,119.857,Sad
160,6T10XPeC9X5xEaD6tMcK6M,chill,All I Need (feat. Beth Hirsch),Air,268307,0.327,0.878,0.425,0.000873,0.18,0.165,-11.577,0.027,93.946,Sad
161,3jfr0TF6DQcOLat8gGn7E2,chill,Do I Wanna Know?,Arctic Monkeys,272394,0.548,0.186,0.532,0.000263,0.217,0.405,-7.596,0.0323,85.03,Sad
162,0EKEO3DVLXItrn9JOHXscN,chill,L.I.F.E.G.O.E.S.O.N.,Various Artists,226653,0.598,0.201,0.562,0.0,0.288,0.59,-12.495,0.0392,81.979,Happy
163,2QOMGq8wVTZbLmh7McrvgF,chill,Scar Tissue,Red Hot Chili Peppers,215907,0.437,0.0779,0.717,0.00274,0.108,0.547,-4.803,0.039,178.085,Happy
164,1x8AFBt9UEMRY41fSxi7aA,chill,Good Life,OneRepublic,253307,0.634,0.0771,0.69,0.0,0.132,0.645,-7.804,0.052,94.988,Happy
165,5FPnjikbwlDMULCCCa6ZCJ,chill,Daughters,John Mayer,237907,0.674,0.836,0.413,1.95e-05,0.098,0.503,-7.816,0.0274,124.893,Sad
166,5oUV6yWdDM0R9Q2CizRhIt,chill,New Slang,The Shins,231173,0.669,0.605,0.389,0.16,0.0905,0.649,-11.547,0.0306,130.015,Sad
167,17VegeBoHvMlIByrdu64KR,chill,Your Song,Elton John,244227,0.551,0.851,0.27,7.04e-06,0.0966,0.289,-12.808,0.0326,128.221,Sad
168,1WYEDcS7WGjv0rG7rmMX3o,chill,Bitter Sweet Symphony,The Verve,359547,0.356,0.0339,0.913,0.0,0.221,0.537,-6.015,0.0499,171.157,Energetic
169,6mo6D7Jh6guYnbcq7wZVlg,classical,Pictures at an Exhibition (Orch. Ravel): Promenade 1 - Live,Modest Mussorgsky,107893,0.301,0.963,0.066,0.881,0.249,0.176,-20.052,0.0414,80.091,Calm
170,1my4A3uRDX1AU1xRDiEPni,classical,"Rienzi, WWV 49: Overture",Richard Wagner,704147,0.219,0.911,0.26,0.901,0.159,0.0756,-16.721,0.04,96.664,Sad
171,4A8DzH3u3o7sukAqtjmIJT,classical,"Partita No. 1 in B-Flat Major, BWV 825: II. Allemande",Johann Sebastian Bach,187547,0.351,0.993,0.167,0.934,0.123,0.622,-26.964,0.0416,101.711,Calm
172,2txF2tgoSqvV4Mxqq0hBri,classical,"Canon in D Major, P. 37",Yellow Lounge,244707,0.266,0.902,0.184,0.518,0.209,0.156,-17.884,0.042,116.15,Calm
173,2pxM1i3B5CpUZNTy8laF3h,classical,Bugler's Dream and Olympic Fanfare Medley,John Williams,267800,0.235,0.749,0.271,0.947,0.0978,0.126,-15.996,0.0309,85.76,Calm
174,4v3o4IJt1VRDNiM2LCoOXV,classical,"Symphony No.5 In C Minor, Op.67: 1. Allegro con brio",Ludwig van Beethoven,442000,0.294,0.955,0.305,0.912,0.0989,0.187,-15.623,0.0386,96.574,Calm
175,1lIcdDpGlc2mO2LYA0f5KM,classical,"The Fellowship Reunited (feat. Sir James Galway, Viggo Mortensen and Renée Fleming)",Various Artists,738080,0.137,0.941,0.0625,0.926,0.277,0.0365,-22.77,0.04,87.682,Calm
176,6WrYo7lq23vWCwMCdE7yDR,classical,"Violin Concerto No.2 in E, BWV 1042: 1. Allegro",Johann Sebastian Bach,464027,0.569,0.923,0.157,0.0822,0.117,0.619,-22.102,0.0555,95.407,Sad
177,48bFgWuYofpZqmIxC82R8V,classical,Awaken (feat. Jack Liebeck),Dario Marianelli,265933,0.167,0.948,0.0439,0.913,0.0904,0.0366,-17.999,0.0437,76.877,Calm
178,1ipJdiNMjgvfAilddGT9sI,classical,Fantasien op. 116: Intermezzo: Adagio,Martin Tchiba,274747,0.308,0.995,0.00605,0.929,0.0869,0.0739,-35.164,0.0486,66.122,Calm
179,4CWphe0MVPMJYRtGLjOLU9,club,Pursuit,Gesaffelstein,247603,0.682,0.0619,0.934,0.926,0.106,0.0708,-4.822,0.0741,108.982,Happy
180,0wLqXnCLseMice1Hwq6yLz,club,Si No Te Quisiera,Juan Magán,185480,0.707,0.181,0.869,0.0,0.0669,0.774,-2.727,0.0706,128.0,Energetic
181,7b71WsDLb8gG0cSyDTFAEW,club,Summer,Calvin Harris,224507,0.603,0.0215,0.861,0.043,0.1,0.72,-3.565,0.0325,127.962,Energetic
182,4B9WpvjfKz37WzokV4dpll,club,Firestarter,The Prodigy,279800,0.545,0.00334,0.948,0.379,0.226,0.357,-5.098,0.0781,141.498,Energetic
183,3tynLfCMPGbkMKLm9p960T,club,Old 45's,Chromeo,227907,0.817,0.164,0.654,0.00194,0.21,0.597,-6.786,0.193,95.984,Energetic
184,4qPnE8jBZN3wmgGxspsOcP,club,Boneless,Steve Aoki,270000,0.743,0.00445,0.962,0.613,0.352,0.643,-3.205,0.0629,127.99,Happy
185,53W8npbWVQo61IR8R88pra,club,Papaoutai,Stromae,231509,0.715,0.0311,0.825,0.0,0.0737,0.262,-6.582,0.0802,115.955,Energetic
186,59mrqUmhpmcfUns8BKkV30,club,Alive,Krewella,288880,0.671,0.00304,0.828,0.00287,0.352,0.57,-2.907,0.053,127.976,Happy
187,6UO755OcSvOPVVZOaJVH7v,club,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,Robin Schulz,179960,0.548,0.0969,0.723,1.28e-05,0.337,0.499,-6.002,0.0375,125.088,Happy
188,1iNPlFDLDGjnJZbt11SU1e,club,Knock You Out,Bingo Players,170000,0.63,0.0287,0.757,0.0,0.522,0.441,-4.423,0.0419,128.057,Energetic
189,1kM7L4EtDZLt3KWjIudmcD,comedy,I Hate Hoarders,Jim Norton,238133,0.595,0.749,0.956,0.0,0.685,0.295,-4.203,0.939,59.313,Energetic
190,2z9G4b9QjlwlCx2Pkwl6Lc,comedy,"I Didn't Come From a Monkey, I Came From Jesus/Evolution",Joe Rogan,104773,0.707,0.586,0.929,0.0,0.715,0.495,-3.429,0.868,96.588,Energetic
191,4YdjR48FooqVt2NHaJJsUx,comedy,Olympics - GH Version,Chris Rock,148200,0.587,0.75,0.803,0.0,0.688,0.378,-12.188,0.946,134.459,Energetic
192,5deJ93GGaHYD1IjdG0T8Pz,comedy,Booze is Magic,Nick Swardson,140587,0.508,0.756,0.882,0.0,0.875,0.108,-9.271,0.936,133.485,Energetic
193,2WCNV7XBKv5P58Y7tprWF0,comedy,A Question Of The Heart,Big Jay Oakerson,159093,0.503,0.838,0.848,0.0,0.777,0.385,-8.634,0.922,140.266,Energetic
194,4nvgOOsVAilfa3xgku5fSE,comedy,Movie Previews,Pablo Francisco,220267,0.469,0.821,0.682,0.0,0.807,0.285,-17.088,0.925,78.405,Energetic
195,0pPl5WmrslipwJJqlfJ1jC,comedy,It's A Prison Workout,Iliza Shlesinger,249173,0.695,0.809,0.935,0.0,0.855,0.296,-5.21,0.948,69.167,Energetic
196,2Ter3hehVbjh8Yp2rVJcsg,comedy,Being Single Again,Louis C.K.,426560,0.464,0.761,0.973,0.0,0.915,0.205,-4.986,0.934,79.643,Energetic
197,7ERMoOq9btOum3LwAbnB88,comedy,Over 40 and Dating,Maria Bamford,140107,0.495,0.842,0.825,0.0,0.772,0.347,-8.767,0.91,115.075,Energetic
198,1EY6BhM80c2PsobqxKY5JW,comedy,A Present for Mr. Phyllis,Joan Rivers,272107,0.608,0.773,0.487,0.0,0.688,0.784,-11.329,0.93,63.716,Energetic
199,0egmXjMeF4XP8HCRP5si1U,country,(What This World Needs Is) A Few More Rednecks,The Charlie Daniels Band,222067,0.719,0.339,0.572,0.0,0.301,0.756,-11.463,0.0365,100.432,Happy
200,4Sp3o2wUIIaphf4s4TcV81,country,Corpus Christi Bay,Robert Earl Keen,239680,0.669,0.371,0.482,0.0,0.09,0.636,-10.844,0.028,119.825,Sad
201,7dysCAfzEwSY94rfkEYTeE,country,Prob'ly At A Bar,Jon Langston,202747,0.553,0.0527,0.723,0.0,0.0851,0.579,-4.476,0.0321,137.96,Happy
202,6rJAu6uq9E0uxcZnQ4J2yH,country,Growin' Up,Walker McGuire,205373,0.609,0.0226,0.814,1.14e-06,0.382,0.385,-4.263,0.0382,126.006,Energetic
203,5SpxeBhQ6urog3Rl0brzo6,country,Blowing Smoke (feat. DJ KO),Taylor Ray Holbrook,186543,0.527,0.00201,0.785,1.36e-06,0.0873,0.357,-5.496,0.0354,127.92,Energetic
204,7BB3emVX0QaFVddCHiO9wt,country,Drinkin' Bone,Tracy Byrd,131867,0.77,0.0793,0.833,0.0,0.0819,0.964,-4.536,0.028,109.928,Energetic
205,0fNCLvSVUEK7NTwhu5vk5B,country,Consider Me Gone,Reba McEntire,218053,0.588,0.097,0.731,0.0,0.0917,0.456,-3.851,0.0296,97.031,Happy
206,0TxXEbxn52XsuAhxb6VFZw,country,This Kiss,Faith Hill,194907,0.48,0.137,0.832,0.0,0.354,0.648,-5.663,0.0426,186.875,Energetic
207,4VyTESM8Uovi8ZpOBgNPev,country,Little Bitty,Alan Jackson,158627,0.571,0.151,0.818,0.0,0.348,0.728,-6.539,0.0415,163.045,Energetic
208,5fT6z5CKovNxELfFXKKALp,country,Help Me Hold On,Travis Tritt,240800,0.406,0.421,0.517,0.0,0.123,0.388,-7.182,0.0245,153.732,Sad
209,3yYSeOJRqJncyMNLtUMJt2,dance,Fearless - Original Mix,Lucas & Steve,294783,0.68,0.000382,0.915,0.732,0.0256,0.17,-4.246,0.0363,125.011,Sad
210,4MovZYyl9R4AdEP6bh340b,dance,Remember House - Radio Edit,EDX,213891,0.696,0.0314,0.947,0.831,0.067,0.467,-5.768,0.0437,123.004,Happy
211,5k9cFYBcHevjdsyawGjqOI,dance,Pull It,Dillon Francis,185960,0.699,0.000422,0.951,0.489,0.85,0.461,-3.404,0.157,109.945,Energetic
212,5wsskBPgW3pw876uCa9JX4,dance,The Only Way Is Up,Tiësto,258440,0.613,0.00322,0.739,0.856,0.0842,0.15,-7.779,0.031,128.18,Sad
213,5At2yOSUxWfMCuYvQOrvK4,dance,Musique - Original Mix,Purple Disco Machine,405789,0.798,0.000875,0.799,0.87,0.0238,0.776,-6.524,0.0931,118.002,Happy
214,45cridehh7iioKax24BkWA,dance,Right Track - Radio Edit,Gregers,195375,0.761,0.0438,0.595,0.0,0.135,0.771,-5.494,0.0422,120.035,Happy
215,4cQYbGTwyGjE7buhheL49Z,dance,Bring It Back Now,Sudden Beatz,187500,0.588,0.000891,0.736,0.585,0.131,0.182,-5.222,0.0892,191.996,Energetic
216,4lnsdLzmeSf57R94syFvJj,dance,Chrystal City,Alan Braxe,242293,0.697,0.181,0.961,0.819,0.216,0.845,-8.591,0.048,124.084,Happy
217,53SqGkNJAYLss9AgbduTqQ,dance,With Every Heartbeat,Robyn,255187,0.501,0.00781,0.869,0.000308,0.255,0.352,-4.103,0.0395,120.859,Energetic
218,46lFttIf5hnUZMGvjK0Wxo,dance,Runaway (U & I),Galantis,227074,0.506,0.00711,0.805,0.00193,0.0856,0.383,-4.119,0.0469,126.008,Energetic
219,1rsljGlkqeLbe5EevPrQGs,dancehall,Party Up In Here,Elephant Man,213480,0.707,0.112,0.967,0.0,0.0827,0.495,-4.824,0.155,114.97,Energetic
220,0tYX2MNBrJpilZEH8k5LOq,dancehall,Karate,Sizzla,181347,0.709,0.0429,0.914,0.0,0.0952,0.932,-2.784,0.338,128.592,Energetic
221,4zCLz7LPlY5CsRbcivMuA7,dancehall,Bruki,Aidonia,189649,0.691,0.485,0.956,0.0,0.0742,0.898,-4.384,0.083,104.845,Happy
222,6bpM5eshfckRhe1NlRWLve,dancehall,Party Tun Up,Mr. Vegas,163210,0.846,0.121,0.866,1.3e-05,0.0803,0.728,-2.92,0.11,124.993,Energetic
223,4GFHUBEZ1JABpIrnMCFSix,dancehall,Bike Back,Vybz Kartel,134893,0.831,0.277,0.929,2.47e-06,0.0573,0.95,-1.927,0.292,173.961,Energetic
224,4G0M5rMRmERVLpwC5K0YDK,dancehall,Fatima,Voicemail,181413,0.746,0.0128,0.667,0.0,0.078,0.297,-8.49,0.26,96.083,Energetic
225,1V2oqGk8DYKaghlS2zP7kH,dancehall,Skip To Ma Luu,Various Artists,242080,0.723,0.26,0.971,0.0,0.783,0.789,-3.543,0.12,100.028,Energetic
226,4bZg5cpAgbutw4efKIoDnM,dancehall,Summer Wave,Various Artists,195082,0.743,0.0195,0.752,0.0,0.171,0.726,-4.049,0.0418,100.85,Happy
227,3k2tb8a1Xms7Lp7OoY7fUv,dancehall,Bad up Who,Busy Signal,167059,0.89,0.229,0.791,0.0,0.112,0.844,-4.761,0.209,101.964,Energetic
228,1Ra8d6lTOlEb6KvDFbi7dC,dancehall,Love of Money,Vybz Kartel,167027,0.804,0.0812,0.719,0.0,0.338,0.593,-8.017,0.337,112.152,Energetic
229,7IwZWmIiVpu9a3sHczQmIF,death-metal,Bed Of Razors,Children Of Bodom,235866,0.381,0.00105,0.971,0.543,0.165,0.336,-3.102,0.0653,138.737,Energetic
230,0UzhWantC3SRDwpNA6ygXt,death-metal,Death in Fire,Amon Amarth,294893,0.479,1.25e-06,0.986,0.634,0.117,0.164,-3.92,0.18,130.015,Energetic
231,4swUCr7TH4vP1WYD8ohygv,death-metal,Fall from Grace,Morbid Angel,313440,0.348,0.000123,0.867,0.038,0.564,0.471,-8.271,0.0566,109.172,Energetic
232,4MIM3WVaGRVvzNmrI2AGqY,death-metal,Mutilation,Death,208000,0.295,0.0,0.944,0.54,0.0907,0.26,-8.089,0.0822,110.613,Energetic
233,3Ydy4osMCct5i2aeyOGSm0,death-metal,Brave New Hell,Bloodbath,242693,0.396,2.63e-05,0.979,5.95e-05,0.067,0.323,-4.001,0.109,145.115,Energetic
234,0sRjs9Ihq8bW4eEkzLGPtr,death-metal,Ocean Gateways,Obscura,355840,0.2,2.32e-05,0.979,0.835,0.282,0.128,-3.765,0.163,172.003,Energetic
235,1jyeknQl9iy8sfUafUW5f3,death-metal,The Truth Beyond,Entombed,205707,0.219,4.86e-06,0.987,0.579,0.272,0.103,-5.211,0.186,141.059,Energetic
236,6c3AxpSUeHFJajQvh6A806,death-metal,Blasphemy,Morbid Angel,211813,0.209,1.27e-05,0.97,0.0563,0.392,0.0853,-8.472,0.193,128.84,Energetic
237,4lNznSUjByH5zWpPZFFeff,death-metal,Spheres of Madness,Decapitated,315133,0.472,2.59e-05,0.998,0.596,0.225,0.0863,-4.674,0.224,154.906,Energetic
238,2U7v5NZmupqdvScATRF7i6,death-metal,Temptation,Fleshgod Apocalypse,107547,0.231,0.174,0.675,0.932,0.624,0.136,-15.206,0.0884,61.184,Calm
239,2gR7Ub1gpVlt0DDgSUNoev,deep-house,We Are Child Of Love - The Mekanism Remix,Mario Basanov,385899,0.866,0.326,0.459,0.666,0.0909,0.642,-9.136,0.122,119.988,Sad
240,25TTCd3DUGqAk4jjHbYVdh,deep-house,Mistakes I've Made,Eelke Kleijn,209884,0.787,0.00155,0.738,0.000285,0.556,0.955,-6.442,0.0391,120.026,Energetic
241,6hH8CpyufV9n8ELJ6SIKhn,deep-house,Alone - David K & Lexer Remix,Sorcha Richardson,336016,0.847,0.0453,0.568,0.405,0.676,0.292,-9.175,0.0893,123.01,Happy
242,0EoQOHYpuh0utkqMmDHyPj,deep-house,Everyday & Everynight - KANT Remix,Nolan,401311,0.804,0.00749,0.54,0.562,0.0756,0.56,-9.679,0.0525,120.007,Sad
243,07IrAP9Oif1zUpwzR5ZxwI,deep-house,Lost (feat. Groove Addix),Leftwing : Kody,424918,0.799,0.000412,0.904,0.593,0.232,0.81,-6.169,0.0724,122.005,Happy
244,5wkA652P5RZkAfjSB6MuPG,deep-house,Love Too Deep - Original Mix,Redondo,411148,0.809,0.00118,0.776,0.755,0.0353,0.949,-9.579,0.0574,122.012,Happy
245,5qrfyPM4s9VG0WpEKBEWrZ,deep-house,Voices,Disclosure,249095,0.918,0.00257,0.735,0.0417,0.0479,0.704,-4.485,0.166,125.005,Energetic
246,4IMAN3IZUzmiZq47Aqda1K,deep-house,Follow The Step - KiNK Beat Mix,Various Artists,362100,0.556,0.0169,0.595,0.0253,0.207,0.185,-8.984,0.083,121.985,Happy
247,7A4qpMYWmvELLJ76paFPDg,deep-house,Carny,Robbie Rivera,376320,0.951,0.00301,0.358,0.617,0.141,0.496,-7.989,0.133,125.019,Sad
248,7hrDA2n8BVGLyHra0rBiFd,deep-house,Younger - Kygo Remix,Seinabo Sey,351573,0.69,0.13,0.489,0.00022,0.0815,0.645,-7.938,0.0788,114.008,Sad
249,1h7r1KcWPPpPIAUpJZ6dwl,detroit-techno,F.U.,F.U.S.E.,465107,0.574,0.00197,0.913,0.89,0.153,0.247,-14.873,0.0457,129.31,Sad
250,0vfu73acawlEsZl4EQ3q0x,detroit-techno,Total Pure,Various Artists,524756,0.8,0.0882,0.587,0.883,0.0956,0.336,-11.449,0.0506,123.994,Sad
251,0l4Wub995LrkfPoQX0dJnD,detroit-techno,Hi Tech Jazz - Live Version,Underground Resistance,480700,0.649,0.00341,0.653,0.909,0.0849,0.601,-13.015,0.0359,126.066,Sad
252,4UrL3nGq4CThA3p46viMHV,detroit-techno,Ovokx,Plastikman,133758,0.263,0.991,0.979,0.943,0.838,0.0182,-16.529,0.287,78.582,Calm
253,5pG4I4SQfgGoZK9Clnz8v2,detroit-techno,On & On,Aril Brikha,474080,0.798,0.000538,0.841,0.938,0.106,0.373,-12.868,0.0474,131.889,Sad
254,2aw9gAIydIyXXvhp0VRhJh,detroit-techno,Late Night Woodward,Various Artists,385382,0.807,0.0146,0.635,0.906,0.135,0.119,-10.618,0.0468,119.984,Sad
255,1B13XEZQvNdjVIW5jJCrCy,detroit-techno,The Flow - G-Funk Mix,Model 500,256733,0.883,0.0337,0.327,0.083,0.105,0.964,-10.431,0.11,112.372,Happy
256,1phWonB4eR5Juj1hrxgSXY,detroit-techno,Crackdown,Psyche,357500,0.585,3.09e-05,0.895,0.853,0.125,0.395,-7.769,0.0371,136.763,Happy
257,1EJVEEzuTGSXoulqQVwp62,detroit-techno,Aztec Mystic,DJ Rolando,183000,0.774,0.00999,0.747,0.647,0.101,0.42,-13.849,0.0481,136.398,Happy
258,0Tm8fZFRQxPrRlxRASfWaR,detroit-techno,Follow Your Heart,Inner City,308053,0.626,0.000722,0.868,0.474,0.345,0.605,-8.588,0.0354,125.936,Happy
259,3G6LiloSWwbMN1zT3QvNsd,disco,You Win Again,Bee Gees,241333,0.548,0.0878,0.854,6.13e-06,0.275,0.927,-10.664,0.0312,168.611,Energetic
260,10zycm3kRmxg5etQ8Qhpq4,disco,What the Hell,Avril Lavigne,219653,0.577,0.00405,0.934,0.0064,0.123,0.855,-3.672,0.0554,149.964,Energetic
261,49FYlytm3dAAraYgpoJZux,disco,Umbrella,Rihanna,275987,0.583,0.00864,0.829,0.0,0.0426,0.575,-4.603,0.134,174.028,Energetic
262,5nNmj1cLH3r4aA4XDJ2bgY,disco,September,"Earth, Wind & Fire",214827,0.697,0.114,0.809,0.000521,0.183,0.98,-8.197,0.0302,125.941,Happy
263,59scqF8FynVEV5kJtoj4yj,disco,Stay The Night,Alcazar,182267,0.521,7.37e-05,0.708,0.000364,0.0701,0.696,-14.749,0.054,135.005,Energetic
264,5J0S5UgpCwlmEagrqgzvoC,disco,Wake Me up Before You Go-Go,Wham!,230667,0.612,0.192,0.738,0.0,0.0779,0.883,-6.648,0.0479,81.327,Happy
265,2u8MGAiS2hBVE7GZzTZLQI,disco,I'm So Excited,The Pointer Sisters,229467,0.685,0.104,0.858,0.000119,0.147,0.692,-6.496,0.0348,92.305,Happy
266,6mt43avikV8g00AXCyOkS1,disco,Kick Out The Epic Motherf**ker - Radio Edit,Dada Life,207600,0.551,0.00136,0.862,0.000135,0.153,0.214,-5.815,0.0574,128.013,Energetic
267,6tXjP6xgPJ7Xr1igrO6bOE,disco,Don't Stop The Music,Rihanna,267080,0.835,0.0336,0.669,6.92e-05,0.0535,0.542,-5.582,0.0643,122.668,Happy
268,4yOn1TEcfsKHUJCL2h1r8I,disco,Feel This Moment (feat. Christina Aguilera),Pitbull,229507,0.668,0.0338,0.758,0.0,0.204,0.531,-3.589,0.158,135.958,Energetic
269,5LiW25vFN2BzrceU27R8qy,disney,Here I Am,Various Artists,225760,0.483,0.157,0.788,0.0,0.177,0.449,-3.473,0.0341,143.001,Happy
270,4FWRinoprVTdYJgoNERvBy,disney,"Countdown To B-Day - From ""Lady and the Tramp""/Score",Various Artists,125400,0.356,0.993,0.204,0.726,0.373,0.126,-15.99,0.0441,129.899,Calm
271,5yyqx4brn6Bm9U1Rj9ENnz,disney,"Touch The Sky - From ""Brave""/Soundtrack",Various Artists,151400,0.372,0.137,0.641,0.0,0.103,0.33,-7.954,0.047,119.013,Happy
272,0Ah6sxNqymevm7HkWYQXw0,disney,Känn en doft av kärleken,Various Artists,177933,0.291,0.832,0.284,0.0,0.705,0.427,-13.855,0.0553,67.82,Sad
273,4Uy28QVxDK9lURTm2oM78b,disney,"Tiana’s Bad Dream - From ""The Princess and the Frog""/Score",Various Artists,382187,0.166,0.893,0.103,0.731,0.188,0.0383,-19.417,0.0365,147.299,Calm
274,5sGbU1n0BZX738o4ZuUEBQ,disney,"Not Now! - From ""Brave""/Score",Various Artists,214547,0.359,0.821,0.28,0.9,0.14,0.101,-14.155,0.0341,100.317,Calm
275,6bcCrByBZgx8FYwuKE4Jgu,disney,Far Longer Than Forever,Various Artists,144145,0.312,0.862,0.176,9.08e-06,0.129,0.199,-18.731,0.0307,85.936,Sad
276,4gk2FGhIjs4ZEPVDtqFBz5,disney,Monkey Chase,Various Artists,66840,0.765,0.817,0.613,0.829,0.0638,0.606,-13.664,0.123,159.696,Calm
277,0yclrJ4QJquwTXgyr35F1Q,disney,"A British Bank (The Life I Lead) - From ""Mary Poppins""/Soundtrack Version",Various Artists,128440,0.761,0.889,0.264,0.0,0.0751,0.599,-18.554,0.914,124.439,Energetic
278,7joekz6jMhNuj3EQhyKsm2,disney,I'm Late,Various Artists,42760,0.743,0.891,0.413,0.0351,0.485,0.864,-14.57,0.121,85.959,Happy
279,7rvkrfMUtA4k5KRRfREkFy,drum-and-bass,Ghosts n Stuff - Sub Focus Remix,deadmau5,266128,0.455,0.000246,0.824,0.489,0.0727,0.292,-4.396,0.0377,174.056,Happy
280,4IwnNqIML38mYMXGKVsScD,drum-and-bass,Voodoo People (Pendulum Mix),The Prodigy,307813,0.446,0.000129,0.963,0.84,0.192,0.512,-5.553,0.0657,173.993,Happy
281,1wGiJ7iIp2LYuYg4yO3fy6,drum-and-bass,Can't Get Enough,Camo & Krooked,318162,0.366,3.52e-05,0.993,0.821,0.368,0.0413,-2.482,0.0737,174.879,Energetic
282,5Muk08hnvAKtf0MDHqIq5j,drum-and-bass,Hold On - Sub Focus Remix,Various Artists,267800,0.377,0.00601,0.931,0.00845,0.169,0.0393,-4.758,0.0397,173.995,Energetic
283,16QiBAjmqzCXMNjdobcDLF,drum-and-bass,Twist Em Out (original),Dillinja,234707,0.402,6.79e-05,0.593,0.747,0.0947,0.319,-5.803,0.0695,171.737,Sad
284,4y77n84Mlpb77Kf8dDu2BB,drum-and-bass,Black & Blue - Netsky Remix,Miike Snow,314627,0.474,0.0695,0.894,0.0,0.134,0.464,-2.604,0.08,174.102,Energetic
285,6ZVJHYS263dytHJ305YzW6,drum-and-bass,Pulp Fiction,Various Artists,373040,0.76,0.0169,0.685,0.866,0.105,0.0617,-6.648,0.188,159.794,Happy
286,4XitVFzJj3C2Ks9UTy0YNr,drum-and-bass,Babylon,Various Artists,322298,0.555,0.0015,0.975,0.684,0.336,0.475,-2.543,0.259,173.945,Energetic
287,5J4wQBy0Dk9GhngXKxzbVF,drum-and-bass,Flashing Lights - S.P.Y. Remix,Chase & Status,300698,0.517,0.000139,0.868,0.0184,0.207,0.251,-5.574,0.0483,173.971,Energetic
288,55TVHFjh5ZaAt8dOZaecZo,drum-and-bass,Our Time,Various Artists,339884,0.637,0.0142,0.901,0.847,0.0412,0.219,-7.551,0.0663,172.977,Happy
289,14fmbvjYLqRZEXz1VZdM2M,dub,We Found Love,Rihanna,215760,0.755,0.0225,0.74,0.00139,0.124,0.609,-4.951,0.0407,127.98,Happy
290,3whsmPRiQBK1VSkZt9GJl1,dub,Etude,NERO,257320,0.605,0.00378,0.703,0.847,0.0948,0.155,-3.86,0.043,123.015,Sad
291,3ai99OqgW33tw5T3bgoIT6,dub,All Fall Down,Camo & Krooked,225533,0.573,0.00742,0.85,0.000146,0.101,0.0719,-4.139,0.0479,140.033,Energetic
292,5zG4pMcM2QILFOFL3Y3ZMf,dub,"Revolution (feat. Faustix, Imanos & Kai)",Diplo,263716,0.634,0.00499,0.724,0.000193,0.0732,0.309,-5.842,0.0546,148.024,Happy
293,7obUW394tDNKqO2YEWt356,dub,Razor Sharp,Various Artists,281455,0.681,0.00135,0.909,2.33e-05,0.0754,0.378,-4.847,0.353,110.007,Energetic
294,7qfwcqfGOkQYtzjF4UzJHM,dub,Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,191412,0.347,0.0597,0.772,0.0333,0.115,0.035,-4.359,0.0549,192.118,Energetic
295,0gGjq7TPqnLPkP67lY4AOY,dub,Show Me A Sign,Modestep,272267,0.342,0.0163,0.884,0.00438,0.101,0.118,-3.44,0.102,139.332,Energetic
296,7lftiY4q9jSBT1hPnwF2u5,dub,What Is Light? Where Is Laughter? (Skrillex Remix),Twin Atlantic,387107,0.442,0.000592,0.987,0.000794,0.0572,0.392,-4.787,0.108,174.063,Energetic
297,6XpKCDiyuM7iZvyEIBpoHB,dub,Innocence - Original Mix,NERO,316827,0.375,0.00142,0.732,0.278,0.0661,0.0622,-5.679,0.0648,137.169,Sad
